p2,p3,p0,p1,p6,p7,p4,p5,p8,p9,img,p10,p11
,,Lot 100 - G57 Wine ,1 Bt Champagne  Taittinger  Collection Vasarely 75cl  OC 1978,,,,,,CHF 180 / 240 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/101038/101038_l_1.jpg,€ 150 / 200 , 	 		 					 			 				Sold for CHF 350 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 247 - G57 Wine ,12 bts Haut-Médoc Ch. La Lagune 3ème Grand Cru Classé 75cl 1966,,,,,,CHF 500 / 700 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/82409/82409_l_1.jpg,€ 420 / 580 , 	 		 					 			 				Sold for CHF 518 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 248 - G57 Wine ,12 bts Haut-Médoc Ch. La Lagune 3ème Grand Cru Classé 75cl 1975,,,,,,CHF 500 / 600 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/82417/82417_l_1.jpg,€ 420 / 500 , 	 		 					 			 				Sold for CHF 380 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 417 - G57 Wine ,2 bts Saint-Emilion Ch. Larmande Grand Cru Classé 75cl 1975,,,,,,CHF 40 / 60 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/103809/103809_l_1.jpg,€ 30 / 50 , 	 		 					 			 				Sold for CHF 23 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 418 - G57 Wine ,1 bt Saint-Emilion Larmande Grand Cru Classé 6L 1975,,,,,,CHF 150 / 200 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/103818/103818_l_1.jpg,€ 130 / 170 , 	 		 					 			 				Sold for CHF 380 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 469 - G57 Wine ,12 bts Barsac Ch. Climens 1er Grand Cru Classé 75cl 2003,,,,,,CHF 400 / 600 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/104240/104240_l_1.jpg,€ 330 / 500 , 	 		 					 			 				Sold for CHF 368 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 478 - G57 Wine ,"6 bts Sauternes Ch. d'Yquem: 4x2001 37.5cl , 2x2003 37.5cl",,,,,,CHF 1 400 / 1 800 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/104321/104321_l_1.jpg,€ 1 170 / 1 500 , 	 		 					 			 				Sold for CHF 1 380 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 479 - G57 Wine ,4 bts Sauternes Ch. d'Yquem 1er Grand Cru Classé Supérieur 75cl 2001,,,,,,CHF 1 000 / 1 500 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/104330/104330_l_1.jpg,€ 830 / 1 250 , 	 		 					 			 				Sold for CHF 1 840 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 480 - G57 Wine ,2 bts Sauternes Ch. d'Yquem 1er Grand Cru Classé Supérieur 75cl 2003,,,,,,CHF 300 / 400 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/104339/104339_l_1.jpg,€ 250 / 330 , 	 		 					 			 				Sold for CHF 529 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 482 - G57 Wine ,12 bts Sauternes La Tour Blanche 1er Grand Cru Classé 75cl 2005,,,,,,CHF 300 / 400 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/104355/104355_l_1.jpg,€ 250 / 330 , 	 		 					 			 				Sold for CHF 311 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 483 - G57 Wine ,6 bts Sauternes Ch. Rieussec 1er Grand Cru Classé 75cl 2005,,,,,,CHF 250 / 350 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/104364/104364_l_1.jpg,€ 210 / 290 , 	 		 					 			 				Sold for CHF 230 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 481 - G57 Wine ,7 bts Sauternes Suduiraut 1er Grand Cru Classé 75cl 2003,,,,,,CHF 180 / 250 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/104348/104348_l_1.jpg,€ 150 / 210 , 	 		 					 			 				Sold for CHF 253 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 484 - G57 Wine ,6 bts Sauternes Suduiraut 1er Grand Cru Classé 75cl 2005,,,,,,CHF 180 / 240 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/104372/104372_l_1.jpg,€ 150 / 200 , 	 		 					 			 				Sold for CHF 253 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 169 - G57 Wine ,2 bts Chambertin Perrot-Minot Clos de Bèze Grand Cru 75cl 2009,,,,,,CHF 200 / 250 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/101638/101638_l_1.jpg,€ 170 / 210 , 	 		 					 			 				Sold for CHF 357 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 170 - G57 Wine ,3 bts Chambertin Domaine Perrot-Minot Clos de Bèze Grand Cru 75cl 2010,,,,,,CHF 300 / 400 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/101646/101646_l_1.jpg,€ 250 / 330 , 	 		 					 			 				Sold for CHF 552 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 171 - G57 Wine ,3 bts Charmes-Chambertin Perrot-Minot Grand Cru 75cl 2010,,,,,,CHF 350 / 450 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/101654/101654_l_1.jpg,€ 290 / 380 , 	 		 					 			 				Sold for CHF 460 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 156 - G57 Wine ,2 bts Vosne-Romanée Perrot-Minot Les Beaux Monts 1er Cru 75cl 2009,,,,,,CHF 130 / 200 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/101525/101525_l_1.jpg,€ 110 / 170 , 	 		 					 			 				Sold for CHF 173 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 157 - G57 Wine ,2 bts Vosne-Romanée Perrot-Minot Les Beaux Monts 1er Cru 75cl 2010,,,,,,CHF 130 / 200 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/101534/101534_l_1.jpg,€ 110 / 170 , 	 		 					 			 				Sold for CHF 196 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 501 - G57 Wine ,"6 bts Châteauneuf-du-Pape Domaine Janasse Vieilles Vignes 75cl: 2x2005, 4x2007",,,,,,CHF 350 / 450 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/104515/104515_l_1.jpg,€ 290 / 380 , 	 		 					 			 				Sold for CHF 518 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 512 - G57 Wine ,"1 bt Vénétie Recioto Annata dal Forno Romano 37,5cl  2007",,,,,,CHF 70 / 120 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/104621/104621_l_1.jpg,€ 60 / 100 , 	 		 					 			 				Sold for CHF 81 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 257 - G57 Wine ,12 bts Brane Cantenac. Ch. Brane-Cantenac 2ème Grand Cru Classé 75cl 1975,,,,,,CHF 480 / 720 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/102399/102399_l_1.jpg,€ 400 / 600 , 	 		 					 			 				Sold for CHF 506 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 258 - G57 Wine ,12 bts Brane Cantenac. Ch. Brane-Cantenac 2ème Grand Cru Classé 75cl 1975,,,,,,CHF 480 / 720 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/102407/102407_l_1.jpg,€ 400 / 600 , 	 		 					 			 				Sold for CHF 483 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 472 - G57 Wine ,6 bts Sauternes Ch. d'Yquem 1er Grand Cru Classé Supérieur 75cl 1976,,,,,,CHF 2 400 / 3 000 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/104268/104268_l_1.jpg,€ 2 000 / 2 500 , 	 		 					 			 				Sold for CHF 2 990 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 280 - G57 Wine ,12 bts Margaux Ch. Margaux 1er Grand Cru Classé 75cl 1947,,,,,,CHF 6 000 / 9 000 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/102588/102588_l_1.jpg,€ 5 000 / 7 500 , 	 		 					 			 				Sold for CHF 9 200 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 392 - G57 Wine ,12 bts Médoc Ch. Patache d'Aux Cru Bourgeois 75cl 1982,,,,,,CHF 60 / 100 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/103590/103590_l_1.jpg,€ 50 / 80 , 	 		 					 			 				Sold for CHF 104 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 393 - G57 Wine ,12 bts Médoc Ch. Patache d'Aux Cru Bourgeois 75cl 1986,,,,,,CHF 60 / 100 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/103599/103599_l_1.jpg,€ 50 / 80 , 	 		 					 			 				Sold for CHF 104 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 394 - G57 Wine ,12 bts Médoc Ch. Patache d'Aux Cru Bourgeois 75cl 1986,,,,,,CHF 60 / 100 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/103608/103608_l_1.jpg,€ 50 / 80 , 	 		 					 			 				Sold for CHF 115 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 395 - G57 Wine ,12 bts Médoc Ch. Patache d'Aux Cru Bourgeois 75cl 1986,,,,,,CHF 60 / 100 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/103617/103617_l_1.jpg,€ 50 / 80 , 	 		 					 			 				Sold for CHF 127 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 314 - G57 Wine ,6 bts Pauillac Ch. Latour 1er Grand Cru Classé 75cl 1947,,,,,,CHF 4 000 / 5 000 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/102894/102894_l_1.jpg,€ 3 330 / 4 170 , 	 		 					 			 				Sold for CHF 5 175 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 315 - G57 Wine ,6 bts Pauillac Château Latour 1er Grand Cru Classé 75cl 1947,,,,,,CHF 4 000 / 5 000 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/102903/102903_l_1.jpg,€ 3 330 / 4 170 , 	 		 					 			 				Sold for CHF 5 175 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 412 - G57 Wine ,6 bts Pessac-Léognan Ch. Haut-Brion 1er Grand Cru Classé 75cl 1947,,,,,,CHF 4 000 / 6 000 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/103764/103764_l_1.jpg,€ 3 330 / 5 000 , 	 		 					 			 				Sold for CHF 3 795 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 413 - G57 Wine ,6 bts Pessac-Léognan Ch. Haut-Brion 1er Grand Cru Classé 75cl 1947,,,,,,CHF 4 000 / 6 000 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/103773/103773_l_1.jpg,€ 3 330 / 5 000 , 	 		 					 			 				Sold for CHF 3 795 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 437 - G57 Wine ,6 bts Pessac-Léognan Ch. Haut-Brion 1er Grand Cru Classé 75cl 1956,,,,,,CHF 2 000 / 2 800 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/103982/103982_l_1.jpg,€ 1 670 / 2 330 , 	 		 					 			 				Sold for CHF 2 530 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 441 - G57 Wine ,6 bts Pessac-Léognan Ch. Haut-Brion 1er Grand Cru Classé 75cl 1966,,,,,,CHF 1 400 / 2 000 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/103991/103991_l_1.jpg,€ 1 170 / 1 670 , 	 		 					 			 				Sold for CHF 1 380 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 369 - G57 Wine ,12 bts Saint-Estèphe Ch. Le Crock Cru Bourgeois 75cl 1982,,,,,,CHF 100 / 150 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/103388/103388_l_1.jpg,€ 80 / 130 , 	 		 					 			 				Sold for CHF 253 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 487 - G57 Wine ,1 bt Cognac Roi de Rome sans étiquette bouteille gravée 75cl 1811,,,,,,CHF 1 500 / 2 000 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/104399/104399_l_1.jpg,€ 1 250 / 1 670 , 	 		 					 			 				Sold for CHF 1 265 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 486 - G57 Wine ,1 bt Rhum B. J. Goldsmith St Croix Rum 75cl,,,,,,CHF 600 / 700 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/104390/104390_l_1.jpg,€ 500 / 580 , 	 		 					 			 				Sold for CHF 1 035 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 414 - G57 Wine ,2 bts Saint-Emilion Ch. Ausone 1er Grand Cru Classé A  75cl  1959,,,,,,CHF 1 200 / 1 600 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/103782/103782_l_1.jpg,€ 1 000 / 1 330 , 	 		 					 			 				Sold for CHF 1 725 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 443 - G57 Wine ,6 bts Pessac-Léognan Ch. Haut-Brion 1er Grand Cru Classé  75cl  1978,,,,,,CHF 1 500 / 2 100 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/104009/104009_l_1.jpg,€ 1 250 / 1 750 , 	 		 					 			 				Sold for CHF 1 725 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 316 - G57 Wine ,1 bt Pauillac Ch. Latour 1er Grand Cru Classé  75cl  1948,,,,,,CHF 800 / 1 200 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/102912/102912_l_1.jpg,€ 670 / 1 000 , 	 		 					 			 				Sold for CHF 748 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 391 - G57 Wine ,1 bt Moulis en Médoc Ch. Gressier Grand Poujeaux  75cl  1929,,,,,,CHF 200 / 280 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/103581/103581_l_1.jpg,€ 170 / 230 , 	 		 					 			 				Sold for CHF 173 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 396 - G57 Wine ,2 bts Pomerol Petrus  75cl  1979,,,,,,CHF 1 800 / 2 400 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/103626/103626_l_1.jpg,€ 1 500 / 2 000 , 	 		 					 			 				Sold for CHF 1 955 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 250 - G57 Wine ,6 bts Haut-Médoc Ch. Belgrave 5ème Grand Cru Classé  75cl  1981,,,,,,CHF 150 / 240 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/102342/102342_l_1.jpg,€ 130 / 200 , 	 		 					 			 				Sold for CHF 161 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 251 - G57 Wine ,4 bts Haut-Médoc Ch. Belgrave 5ème Grand Cru Classé  75cl  1985,,,,,,CHF 140 / 200 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/102351/102351_l_1.jpg,€ 120 / 170 , 	 		 					 			 				Sold for CHF 115 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 271 - G57 Wine ,6 bts Margaux Ch. du Tertre 5ème Grand Cru Classé  75cl  1981,,,,,,CHF 150 / 240 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/102507/102507_l_1.jpg,€ 130 / 200 , 	 		 					 			 				Sold for CHF 184 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 288 - G57 Wine ,3 bts Saint-Julien Ch. Talbot 4ème Grand Cru Classé  75cl  1968,,,,,,CHF 90 / 150 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/102660/102660_l_1.jpg,€ 80 / 130 , 	 		 						 				 					Sold for CHF 80 						 					(hammer price) All information is subject to change. 				 			 		 	 	  
,,Lot 296 - G57 Wine ,6 bts Saint-Julien Ch. Talbot 4ème Grand Cru Classé  75cl  1979,,,,,,CHF 180 / 300 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/102732/102732_l_1.jpg,€ 150 / 250 , 	 		 					 			 				Sold for CHF 196 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 265 - G57 Wine ,12 bts Margaux Ch. Boyd-Cantenac 3ème Grand Cru Classé   75cl   1975,,,,,,CHF 300 / 480 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/102452/102452_l_1.jpg,€ 250 / 400 , 	 		 					 			 				Sold for CHF 299 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 266 - G57 Wine ,6 bts Margaux Ch. Boyd-Cantenac 3ème Grand Cru Classé   75cl   1975,,,,,,CHF 150 / 240 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/102461/102461_l_1.jpg,€ 130 / 200 , 	 		 					 			 				Sold for CHF 207 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 272 - G57 Wine ,11 bts Margaux Ch. Rauzan-Gassies 2ème Grand Cru Classé   75cl   1985,,,,,,CHF 330 / 550 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/102516/102516_l_1.jpg,€ 280 / 460 , 	 		 					 			 				Sold for CHF 483 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 326 - G57 Wine ,6 bts Pauillac Ch. Grand-Puy Ducasse 5ème Grand Cru Classé   75cl   1981,,,,,,CHF 120 / 180 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/103002/103002_l_1.jpg,€ 100 / 150 , 	 		 					 			 				Sold for CHF 115 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 399 - G57 Wine ,3 bts Pomerol  Petrus    75cl   1983,,,,,,CHF 2 100 / 2 700 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/103651/103651_l_1.jpg,€ 1 750 / 2 250 , 	 		 					 			 				Sold for CHF 2 875 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 398 - G57 Wine ,11 bts Pomerol Ch. Gazin    75cl   1981,,,,,,CHF 330 / 500 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/103644/103644_l_1.jpg,€ 280 / 420 , 	 		 					 			 				Sold for CHF 299 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 401 - G57 Wine ,6 bts Pomerol Ch. Gazin    75cl   1985,,,,,,CHF 240 / 330 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/103668/103668_l_1.jpg,€ 200 / 280 , 	 		 					 			 				Sold for CHF 311 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 400 - G57 Wine ,6 bts Pomerol Ch. Beauregard 75cl   1985,,,,,,CHF 180 / 240 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/103660/103660_l_1.jpg,€ 150 / 200 , 	 		 					 			 				Sold for CHF 150 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 421 - G57 Wine ,6 bts Saint-Emilion Ch. Canon-La-Gaffelière Grand Cru Classé   75cl   1985,,,,,,CHF 240 / 360 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/103845/103845_l_1.jpg,€ 200 / 300 , 	 		 					 			 				Sold for CHF 276 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 415 - G57 Wine ,3 bts Saint-Emilion Ch. L'Arrosée Grand Cru Classé   75cl   1961,,,,,,CHF 180 / 240 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/103791/103791_l_1.jpg,€ 150 / 200 , 	 		 					 			 				Sold for CHF 414 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 416 - G57 Wine ,12 bts Saint-Emilion Ch. Yon-Figeac Grand Cru Classé   75cl   1981,,,,,,CHF 240 / 360 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/103800/103800_l_1.jpg,€ 200 / 300 , 	 		 					 			 				Sold for CHF 230 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 366 - G57 Wine ,9 bts Saint-Estèphe Ch. Phélan-Ségur Cru Bourgeois Exceptionnel   75cl   1981,,,,,,CHF 180 / 270 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/103361/103361_l_1.jpg,€ 150 / 230 , 	 		 					 			 				Sold for CHF 184 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 179 - G57 Wine ,11 bts Echézeaux Domaine François Gerbet Grand Cru   75cl 1979,,,,,,CHF 990 / 1 320 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/101725/101725_l_1.jpg,€ 830 / 1 100 , 	 		 					 			 				Sold for CHF 920 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 121 - G57 Wine ,6 bts Volnay Domaine François Buffet 1er Cru Champans 75cl  1979,,,,,,CHF 120 / 180 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/101218/101218_l_1.jpg,€ 100 / 150 , 	 		 					 			 				Sold for CHF 138 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 151 - G57 Wine ,6 bts Vosne-Romanée Domaine Gérard Mugneret    75cl   1985,,,,,,CHF 420 / 540 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/101480/101480_l_1.jpg,€ 350 / 450 , 	 		 					 			 				Sold for CHF 460 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 132 - G57 Wine ,6 bts Pommard Domaine F. Gaunoux  Les Epenots  75cl   1985,,,,,,CHF 240 / 360 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/101314/101314_l_1.jpg,€ 200 / 300 , 	 		 					 			 				Sold for CHF 230 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 180 - G57 Wine ,10 bts Chambolle-Musigny Domaine François de la Rochefoucauld les Charmes 75cl 1978,,,,,,CHF 600 / 800 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/101734/101734_l_1.jpg,€ 500 / 670 , 	 		 					 			 				Sold for CHF 518 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 198 - G57 Wine ,9 bts Gevrey-Chambertin Domaine Roy    75cl   1983,,,,,,CHF 270 / 450 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/101892/101892_l_1.jpg,€ 230 / 380 , 	 		 					 			 				Sold for CHF 230 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 138 - G57 Wine ,8 bts Beaune Domaine René Rochet    75cl   1969,,,,,,CHF 480 / 640 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/101368/101368_l_1.jpg,€ 400 / 530 , 	 		 					 			 				Sold for CHF 403 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 129 - G57 Wine ,10 bts Pommard Domaine Louis Perdrier  75cl  1978,,,,,,CHF 300 / 500 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/101288/101288_l_1.jpg,€ 250 / 420 , 	 		 						 				 					Sold for CHF 300 						 					(hammer price) All information is subject to change. 				 			 		 	 	  
,,Lot 196 - G57 Wine ,5 bts Gevrey-Chambertin Domaine François de la Rochefoucauld    75cl   1978,,,,,,CHF 300 / 400 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/101875/101875_l_1.jpg,€ 250 / 330 , 	 		 					 			 				Sold for CHF 253 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 197 - G57 Wine ,4 bts Gevrey-Chambertin Domaine François de la Rochefoucauld    75cl   1978,,,,,,CHF 240 / 320 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/101883/101883_l_1.jpg,€ 200 / 270 , 	 		 					 			 				Sold for CHF 230 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 381 - G57 Wine ,12 bts Saint-Estèphe Ch. Le Crock Cru Bourgeois  75cl OWC12 2003,,,,,,CHF 240 / 300 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/103494/103494_l_1.jpg,€ 200 / 250 , 	 		 					 			 				Sold for CHF 345 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 382 - G57 Wine ,12 bts Saint-Estèphe Ch. Le Crock Cru Bourgeois  75cl OWC12 2003,,,,,,CHF 240 / 300 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/103502/103502_l_1.jpg,€ 200 / 250 , 	 		 					 			 				Sold for CHF 322 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 383 - G57 Wine ,12 bts Saint-Estèphe Ch. Le Crock Cru Bourgeois  75cl OWC12 2003,,,,,,CHF 240 / 300 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/103509/103509_l_1.jpg,€ 200 / 250 , 	 		 					 			 				Sold for CHF 322 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 384 - G57 Wine ,12 bts Saint-Estèphe Ch. Le Crock Cru Bourgeois  75cl OWC12 2003,,,,,,CHF 240 / 300 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/103518/103518_l_1.jpg,€ 200 / 250 , 	 		 					 			 				Sold for CHF 288 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 385 - G57 Wine ,12 bts Saint-Estèphe Ch. Le Crock Cru Bourgeois  75cl OWC12 2003,,,,,,CHF 240 / 300 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/103527/103527_l_1.jpg,€ 200 / 250 , 	 		 					 			 				Sold for CHF 322 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 386 - G57 Wine ,12 bts Saint-Estèphe Ch. Le Crock Cru Bourgeois  75cl OWC12 2003,,,,,,CHF 240 / 300 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/103536/103536_l_1.jpg,€ 200 / 250 , 	 		 					 			 				Sold for CHF 230 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 451 - G57 Wine ,12 bts Pessac-Leognan Ch. Malartic Lagravière Cru Classé  75cl OWC12 1994,,,,,,CHF 360 / 480 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/104081/104081_l_1.jpg,€ 300 / 400 , 	 		 					 			 				Sold for CHF 311 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
,,Lot 344 - G57 Wine ,12 bts Pauillac Ch. Haut-Batailley 5ème Grand Cru Classé  75cl OWC12 1998,,,,,,CHF 360 / 480 ,https://www.kollerauktionen.ch/CatCache/catcache.1/pictures/103168/103168_l_1.jpg,€ 300 / 400 , 	 		 					 			 				Sold for CHF 276 						 					(including buyer’s premium)  All information is subject to change. 				 			 		 	
